Chromosome,ChromStart,ChromEnd,Band,Stain
chr1,134901123,134901123,p36.33,acen
chr1,134901123,134901278,q11,gneg
chr1,134901278,134901278,p36.33,acen
chr1,134901278,134901439,q11,gneg
chr1,134901439,134901439,p36.33,acen
chr1,134901439,134901587,q11,gneg
chr1,134901587,134901587,p36.33,acen
chr1,134901587,134901743,q11,gneg
chr1,134901743,134901743,p36.33,acen
chr1,134901743,134901897,q11,gneg
chr1,134901897,134901897,p36.33,acen
chr1,134901897,134902053,q11,gneg
chr1,134902053,134902053,p36.33,acen
chr1,134902053,134902209,q11,gneg
chr1,134902209,134902209,p36.33,acen
chr1,134902209,134902364,q11,gneg
chr1,134902364,134902364,p36.33,acen
chr1,134902364,134902520,q11,gneg
chr1,134902520,134902520,p36.33,acen
chr1,134902520,134902677,q11,gneg
chr1,134902677,134902677,p36.33,acen
chr1,134902677,134902832,q11,gneg
chr1,134902832,134902832,p36.33,acen
chr1,134902832,134902979,q11,gneg
chr1,134902979,134902979,p36.33,acen
chr1,134902979,134903135,q11,gneg
chr1,134903135,134903135,p36.33,acen
chr1,134903135,134903290,q11,gneg
chr1,134903290,134903290,p36.33,acen
chr1,134903290,134903444,q11,gneg
chr1,134903444,134903444,p36.33,acen
chr1,134903444,134903599,q11,gneg
chr1,134903599,134903599,p36.33,acen
chr1,134903599,134903754,q11,gneg
chr1,134903754,134903754,p36.33,acen
chr1,134903754,134903909,q11,gneg
chr1,134903909,134903909,p36.33,acen
chr1,134903909,134904065,q11,gneg
chr1,134904065,134904065,p36.33,acen
chr1,134904065,134904220,q11,gneg
chr1,134904220,134904220,p36.33,acen
chr1,134904220,134904374,q11,gneg
chr1,134904374,134904374,p36.33,acen
chr1,134904374,134905054,q11,gneg
chr1,134905054,134905054,p36.33,acen
chr1,134905054,134905209,q11,gneg
chr1,134905209,134905209,p36.33,acen
chr1,134905209,134905364,q11,gneg
chr1,134905364,134905364,p36.33,acen
chr1,134905364,134905520,q11,gneg
chr1,134905520,134905520,p36.33,acen
chr1,134905520,134905674,q11,gneg
chr1,134905674,134905674,p36.33,acen
chr1,134905674,134905829,q11,gneg
chr1,134905829,134905829,p36.33,acen
chr1,134905829,134905985,q11,gneg
chr1,134905985,134905985,p36.33,acen
chr1,134905985,134906139,q11,gneg
chr1,134906139,134906139,p36.33,acen
chr1,134906139,134906295,q11,gneg
chr1,134906295,134906295,p36.33,acen
chr1,134906295,134906451,q11,gneg
chr1,134906451,134906451,p36.33,acen
chr1,134906451,134906607,q11,gneg
chr1,134906607,134906607,p36.33,acen
chr1,134906607,134906762,q11,gneg
chr1,134906762,134906762,p36.33,acen
chr1,134906762,134906932,q11,gneg
chr1,134906932,134906932,p36.33,acen
chr1,134906932,134907074,q11,gneg
chr1,134907074,134907074,p36.33,acen
chr1,134907074,134907228,q11,gneg
chr1,134907228,134907228,p36.33,acen
chr1,134907228,134907783,q11,gneg
chr1,134907783,134907783,p36.33,acen
chr1,134907783,134907928,q11,gneg
chr1,134907928,134907928,p36.33,acen
chr1,134907928,134908084,q11,gneg
chr1,134908084,134908084,p36.33,acen
chr1,134908084,134908240,q11,gneg
chr1,134908240,134908240,p36.33,acen
chr1,134908240,134908394,q11,gneg
chr1,134908394,134908394,p36.33,acen
chr1,134908394,134908550,q11,gneg
chr1,134908550,134908550,p36.33,acen
chr1,134908550,134908705,q11,gneg
chr1,134908705,134908705,p36.33,acen
chr1,134908705,134908861,q11,gneg
chr1,134908861,134908861,p36.33,acen
chr1,134908861,134909016,q11,gneg
chr1,134909016,134909016,p36.33,acen
chr1,134909016,134909171,q11,gneg
chr1,134909171,134909171,p36.33,acen
chr1,134909171,134909325,q11,gneg
chr1,134909325,134909325,p36.33,acen
chr1,134909325,134909481,q11,gneg
chr1,134909481,134909481,p36.33,acen
chr1,134909481,134909637,q11,gneg
chr1,134909637,134909637,p36.33,acen
chr1,134909637,134909791,q11,gneg
chr1,134909791,134909791,p36.33,acen
chr1,134909791,134909942,q11,gneg
chr1,134909942,134909942,p36.33,acen
chr1,134909942,134910538,q11,gneg
chr1,134910538,134910538,p36.33,acen
chr1,134910538,134910699,q11,gneg
chr1,134910699,134910699,p36.33,acen
chr1,134910699,134910855,q11,gneg
chr1,134910855,134910855,p36.33,acen
chr1,134910855,134911011,q11,gneg
chr1,134911011,134911011,p36.33,acen
chr1,134911011,134911168,q11,gneg
chr1,134911168,134911168,p36.33,acen
chr1,134911168,134911326,q11,gneg
chr1,134911326,134911326,p36.33,acen
chr1,134911326,134911482,q11,gneg
chr1,134911482,134911482,p36.33,acen
chr1,134911482,134911637,q11,gneg
chr1,134911637,134911637,p36.33,acen
chr1,134911637,134911794,q11,gneg
chr1,134911794,134911794,p36.33,acen
chr1,134911794,134911946,q11,gneg
chr1,134911946,134911946,p36.33,acen
chr1,134911946,134912103,q11,gneg
chr1,134912103,134912103,p36.33,acen
chr1,134912103,134912257,q11,gneg
chr1,134912257,134912257,p36.33,acen
chr1,134912257,134912412,q11,gneg
chr1,134912412,134912412,p36.33,acen
chr1,134912412,134912568,q11,gneg
chr1,134912568,134912568,p36.33,acen
chr1,134912568,134912728,q11,gneg
chr1,134912728,134912728,p36.33,acen
chr1,134912728,134912890,q11,gneg
chr1,134912890,134912890,p36.33,acen
chr1,134912890,134913047,q11,gneg
chr1,134913047,134913047,p36.33,acen
chr1,134913047,134913191,q11,gneg
chr1,134913191,134913191,p36.33,acen
chr1,134913191,134913351,q11,gneg
chr1,134913351,134913351,p36.33,acen
chr1,134913351,134913506,q11,gneg
chr1,134913506,134913506,p36.33,acen
chr1,134913506,134913662,q11,gneg
chr1,134913662,134913662,p36.33,acen
chr1,134913662,134913818,q11,gneg
chr1,134913818,134913818,p36.33,acen
chr1,134913818,134913972,q11,gneg
chr1,134913972,134913972,p36.33,acen
chr1,134913972,134914127,q11,gneg
chr1,134914127,134914127,p36.33,acen
chr1,134914127,134914283,q11,gneg
chr1,134914283,134914283,p36.33,acen
chr1,134914283,134914440,q11,gneg
chr1,134914440,134914440,p36.33,acen
chr1,134914440,134923936,q11,gneg
chr1,134923936,134923936,p36.33,acen
chr1,134923936,134933243,q11,gneg
chr1,134933243,134933243,p36.33,acen
chr1,134933243,134933408,q11,gneg
chr1,134933408,134933408,p36.33,acen
chr1,134933408,134933556,q11,gneg
chr1,134933556,134933556,p36.33,acen
chr1,134933556,134941263,q11,gneg
chr1,134941263,134941263,p36.33,acen
chr1,134941263,134941417,q11,gneg
chr1,134941417,134941417,p36.33,acen
chr1,134941417,134941573,q11,gneg
chr1,134941573,134941573,p36.33,acen
chr1,134941573,134946159,q11,gneg
chr1,134946159,134946159,p36.33,acen
chr1,134946159,134946312,q11,gneg
chr1,134946312,134946312,p36.33,acen
chr1,134946312,134946470,q11,gneg
chr1,134946470,134946470,p36.33,acen
chr1,134946470,134946629,q11,gneg
chr1,134946629,134946629,p36.33,acen
chr1,134946629,134946777,q11,gneg
chr1,134946777,134946777,p36.33,acen
chr1,134946777,134946932,q11,gneg
chr1,134946932,134946932,p36.33,acen
chr1,134946932,134947087,q11,gneg
chr1,134947087,134947087,p36.33,acen
chr1,134947087,134947245,q11,gneg
chr1,134947245,134947245,p36.33,acen
chr1,134947245,134947406,q11,gneg
chr1,134947406,134947406,p36.33,acen
chr1,134947406,134947552,q11,gneg
chr1,134947552,134947552,p36.33,acen
chr1,134947552,134947707,q11,gneg
chr1,134947707,134947707,p36.33,acen
chr1,134947707,134947867,q11,gneg
chr1,134947867,134947867,p36.33,acen
chr1,134947867,134948027,q11,gneg
chr1,134948027,134948027,p36.33,acen
chr1,134948027,134948176,q11,gneg
chr1,134948176,134948176,p36.33,acen
chr1,134948176,134948333,q11,gneg
chr1,134948333,134948333,p36.33,acen
chr1,134948333,134948493,q11,gneg
chr1,134948493,134948493,p36.33,acen
chr1,134948493,134948642,q11,gneg
chr1,134948642,134948642,p36.33,acen
chr1,134948642,134948797,q11,gneg
chr1,134948797,134948797,p36.33,acen
chr1,134948797,134948952,q11,gneg
chr1,134948952,134948952,p36.33,acen
chr1,134948952,134949107,q11,gneg
chr1,134949107,134949107,p36.33,acen
chr1,134949107,134949262,q11,gneg
chr1,134949262,134949262,p36.33,acen
chr1,134949262,134949417,q11,gneg
chr1,134949417,134949417,p36.33,acen
chr1,134949417,134949582,q11,gneg
chr1,134949582,134949582,p36.33,acen
chr1,134949582,134949728,q11,gneg
chr1,134949728,134949728,p36.33,acen
chr1,134949728,134949885,q11,gneg
chr1,134949885,134949885,p36.33,acen
chr1,134949885,134950041,q11,gneg
chr1,134950041,134950041,p36.33,acen
chr1,134950041,134950194,q11,gneg
chr1,134950194,134950194,p36.33,acen
chr1,134950194,134950350,q11,gneg
chr1,134950350,134950350,p36.33,acen
chr1,134950350,134950505,q11,gneg
chr1,134950505,134950505,p36.33,acen
chr1,134950505,134950659,q11,gneg
chr1,134950659,134950659,p36.33,acen
chr1,134950659,158336837,q11,gneg
chr1,158336837,158336837,p36.33,acen
chr1,158336837,158336993,q11,gneg
chr1,158336993,158336993,p36.33,acen
chr1,158336993,158337148,q11,gneg
chr1,158337148,158337148,p36.33,acen
chr1,158337148,158337301,q11,gneg
chr1,158337301,158337301,p36.33,acen
chr1,158337301,158337454,q11,gneg
chr1,158337454,158337454,p36.33,acen
chr1,158337454,158337616,q11,gneg
chr1,158337616,158337616,p36.33,acen
chr1,158337616,158337921,q11,gneg
chr1,158337921,158337921,p36.33,acen
chr1,158337921,158338234,q11,gneg
chr1,158338234,158338234,p36.33,acen
chr1,158338234,158338389,q11,gneg
chr1,158338389,158338389,p36.33,acen
chr1,158338389,158338545,q11,gneg
chr1,158338545,158338545,p36.33,acen
chr1,158338545,158338701,q11,gneg
chr1,158338701,158338701,p36.33,acen
chr1,158338701,158338855,q11,gneg
chr1,158338855,158338855,p36.33,acen
chr1,158338855,158339011,q11,gneg
chr1,158339011,158339011,p36.33,acen
chr1,158339011,158339166,q11,gneg
chr1,158339166,158339166,p36.33,acen
chr1,158339166,158339323,q11,gneg
chr1,158339323,158339323,p36.33,acen
chr1,158339323,158339480,q11,gneg
chr1,158339480,158339480,p36.33,acen
chr1,158339480,158343422,q11,gneg
chr1,158343422,158343422,p36.33,acen
chr1,158343422,158343578,q11,gneg
chr1,158343578,158343578,p36.33,acen
chr1,158343578,158343733,q11,gneg
chr1,158343733,158343733,p36.33,acen
chr1,158343733,158343888,q11,gneg
chr1,158343888,158343888,p36.33,acen
chr1,158343888,158344049,q11,gneg
chr1,158344049,158344049,p36.33,acen
chr1,158344049,158344626,q11,gneg
chr1,158344626,158344626,p36.33,acen
chr1,158344626,158353292,q11,gneg
chr1,158353292,158353292,p36.33,acen
chr1,158353292,158362938,q11,gneg
chr1,158362938,158362938,p36.33,acen
chr1,158362938,158363092,q11,gneg
chr1,158363092,158363092,p36.33,acen
chr1,158363092,158363248,q11,gneg
chr1,158363248,158363248,p36.33,acen
chr1,158363248,158363404,q11,gneg
chr1,158363404,158363404,p36.33,acen
chr1,158363404,158363563,q11,gneg
chr1,158363563,300700000,q11,gneg
chr2,0,93485945,q11,gneg
chr2,93485945,93485945,p36.33,acen
chr2,93485945,93486095,q11,gneg
chr2,93486095,93486095,p36.33,acen
chr2,93486095,93486251,q11,gneg
chr2,93486251,93486251,p36.33,acen
chr2,93486251,93486406,q11,gneg
chr2,93486406,93486406,p36.33,acen
chr2,93486406,93486561,q11,gneg
chr2,93486561,93486561,p36.33,acen
chr2,93486561,93486717,q11,gneg
chr2,93486717,93486717,p36.33,acen
chr2,93486717,93486871,q11,gneg
chr2,93486871,93486871,p36.33,acen
chr2,93486871,93487028,q11,gneg
chr2,93487028,93487028,p36.33,acen
chr2,93487028,93487181,q11,gneg
chr2,93487181,93487181,p36.33,acen
chr2,93487181,93487336,q11,gneg
chr2,93487336,93487336,p36.33,acen
chr2,93487336,93487492,q11,gneg
chr2,93487492,93487492,p36.33,acen
chr2,93487492,93487648,q11,gneg
chr2,93487648,93487648,p36.33,acen
chr2,93487648,93487805,q11,gneg
chr2,93487805,93487805,p36.33,acen
chr2,93487805,93497037,q11,gneg
chr2,93497037,93497037,p36.33,acen
chr2,93497037,93497193,q11,gneg
chr2,93497193,93497193,p36.33,acen
chr2,93497193,93497897,q11,gneg
chr2,93497897,93497897,p36.33,acen
chr2,93497897,93498053,q11,gneg
chr2,93498053,93498053,p36.33,acen
chr2,93498053,93498218,q11,gneg
chr2,93498218,93498218,p36.33,acen
chr2,93498218,93498373,q11,gneg
chr2,93498373,93498373,p36.33,acen
chr2,93498373,93498528,q11,gneg
chr2,93498528,93498528,p36.33,acen
chr2,93498528,93498683,q11,gneg
chr2,93498683,93498683,p36.33,acen
chr2,93498683,93498835,q11,gneg
chr2,93498835,93498835,p36.33,acen
chr2,93498835,93498991,q11,gneg
chr2,93498991,93498991,p36.33,acen
chr2,93498991,93499148,q11,gneg
chr2,93499148,93499148,p36.33,acen
chr2,93499148,93499301,q11,gneg
chr2,93499301,93499301,p36.33,acen
chr2,93499301,93499456,q11,gneg
chr2,93499456,93499456,p36.33,acen
chr2,93499456,93499613,q11,gneg
chr2,93499613,93499613,p36.33,acen
chr2,93499613,93499768,q11,gneg
chr2,93499768,93499768,p36.33,acen
chr2,93499768,93499924,q11,gneg
chr2,93499924,93499924,p36.33,acen
chr2,93499924,93500081,q11,gneg
chr2,93500081,93500081,p36.33,acen
chr2,93500081,93500236,q11,gneg
chr2,93500236,93500236,p36.33,acen
chr2,93500236,93500392,q11,gneg
chr2,93500392,93500392,p36.33,acen
chr2,93500392,93500547,q11,gneg
chr2,93500547,93500547,p36.33,acen
chr2,93500547,93500702,q11,gneg
chr2,93500702,93500702,p36.33,acen
chr2,93500702,93500857,q11,gneg
chr2,93500857,93500857,p36.33,acen
chr2,93500857,93501012,q11,gneg
chr2,93501012,93501012,p36.33,acen
chr2,93501012,93501164,q11,gneg
chr2,93501164,93501164,p36.33,acen
chr2,93501164,93501597,q11,gneg
chr2,93501597,93501597,p36.33,acen
chr2,93501597,93501750,q11,gneg
chr2,93501750,93501750,p36.33,acen
chr2,93501750,93501905,q11,gneg
chr2,93501905,93501905,p36.33,acen
chr2,93501905,93502062,q11,gneg
chr2,93502062,93502062,p36.33,acen
chr2,93502062,93502217,q11,gneg
chr2,93502217,93502217,p36.33,acen
chr2,93502217,93502372,q11,gneg
chr2,93502372,93502372,p36.33,acen
chr2,93502372,93502527,q11,gneg
chr2,93502527,93502527,p36.33,acen
chr2,93502527,93502681,q11,gneg
chr2,93502681,93502681,p36.33,acen
chr2,93502681,93502835,q11,gneg
chr2,93502835,93502835,p36.33,acen
chr2,93502835,93502991,q11,gneg
chr2,93502991,93502991,p36.33,acen
chr2,93502991,93503146,q11,gneg
chr2,93503146,93503146,p36.33,acen
chr2,93503146,93503302,q11,gneg
chr2,93503302,93503302,p36.33,acen
chr2,93503302,93503458,q11,gneg
chr2,93503458,93503458,p36.33,acen
chr2,93503458,93503615,q11,gneg
chr2,93503615,93503615,p36.33,acen
chr2,93503615,93503771,q11,gneg
chr2,93503771,93503771,p36.33,acen
chr2,93503771,93503927,q11,gneg
chr2,93503927,93503927,p36.33,acen
chr2,93503927,93504083,q11,gneg
chr2,93504083,93504083,p36.33,acen
chr2,93504083,93504239,q11,gneg
chr2,93504239,93504239,p36.33,acen
chr2,93504239,93504394,q11,gneg
chr2,93504394,93504394,p36.33,acen
chr2,93504394,93504901,q11,gneg
chr2,93504901,93504901,p36.33,acen
chr2,93504901,93505051,q11,gneg
chr2,93505051,93505051,p36.33,acen
chr2,93505051,93505207,q11,gneg
chr2,93505207,93505207,p36.33,acen
chr2,93505207,93505362,q11,gneg
chr2,93505362,93505362,p36.33,acen
chr2,93505362,93505520,q11,gneg
chr2,93505520,93505520,p36.33,acen
chr2,93505520,93505676,q11,gneg
chr2,93505676,93505676,p36.33,acen
chr2,93505676,93505837,q11,gneg
chr2,93505837,93505837,p36.33,acen
chr2,93505837,93505987,q11,gneg
chr2,93505987,93505987,p36.33,acen
chr2,93505987,93506142,q11,gneg
chr2,93506142,93506142,p36.33,acen
chr2,93506142,93506297,q11,gneg
chr2,93506297,93506297,p36.33,acen
chr2,93506297,93506452,q11,gneg
chr2,93506452,93506452,p36.33,acen
chr2,93506452,93506607,q11,gneg
chr2,93506607,93506607,p36.33,acen
chr2,93506607,93506763,q11,gneg
chr2,93506763,93506763,p36.33,acen
chr2,93506763,93506926,q11,gneg
chr2,93506926,93506926,p36.33,acen
chr2,93506926,93507076,q11,gneg
chr2,93507076,93507076,p36.33,acen
chr2,93507076,93507231,q11,gneg
chr2,93507231,93507231,p36.33,acen
chr2,93507231,93507408,q11,gneg
chr2,93507408,93507408,p36.33,acen
chr2,93507408,93507565,q11,gneg
chr2,93507565,93507565,p36.33,acen
chr2,93507565,93507720,q11,gneg
chr2,93507720,93507720,p36.33,acen
chr2,93507720,93507875,q11,gneg
chr2,93507875,93507875,p36.33,acen
chr2,93507875,93508201,q11,gneg
chr2,93508201,93508201,p36.33,acen
chr2,93508201,93508359,q11,gneg
chr2,93508359,93508359,p36.33,acen
chr2,93508359,93509191,q11,gneg
chr2,93509191,93509191,p36.33,acen
chr2,93509191,93509339,q11,gneg
chr2,93509339,93509339,p36.33,acen
chr2,93509339,93509496,q11,gneg
chr2,93509496,93509496,p36.33,acen
chr2,93509496,93509668,q11,gneg
chr2,93509668,93509668,p36.33,acen
chr2,93509668,93509824,q11,gneg
chr2,93509824,93509824,p36.33,acen
chr2,93509824,93509981,q11,gneg
chr2,93509981,93509981,p36.33,acen
chr2,93509981,93510136,q11,gneg
chr2,93510136,93510136,p36.33,acen
chr2,93510136,93510292,q11,gneg
chr2,93510292,93510292,p36.33,acen
chr2,93510292,93510447,q11,gneg
chr2,93510447,93510447,p36.33,acen
chr2,93510447,93510602,q11,gneg
chr2,93510602,93510602,p36.33,acen
chr2,93510602,93510757,q11,gneg
chr2,93510757,93510757,p36.33,acen
chr2,93510757,93510913,q11,gneg
chr2,93510913,93510913,p36.33,acen
chr2,93510913,93511064,q11,gneg
chr2,93511064,93511064,p36.33,acen
chr2,93511064,93511219,q11,gneg
chr2,93511219,93511219,p36.33,acen
chr2,93511219,93511716,q11,gneg
chr2,93511716,93511716,p36.33,acen
chr2,93511716,93511871,q11,gneg
chr2,93511871,93511871,p36.33,acen
chr2,93511871,93512036,q11,gneg
chr2,93512036,93512036,p36.33,acen
chr2,93512036,93512183,q11,gneg
chr2,93512183,93512183,p36.33,acen
chr2,93512183,93512338,q11,gneg
chr2,93512338,93512338,p36.33,acen
chr2,93512338,93512494,q11,gneg
chr2,93512494,93512494,p36.33,acen
chr2,93512494,93556038,q11,gneg
chr2,93556038,93556038,p36.33,acen
chr2,93556038,93556196,q11,gneg
chr2,93556196,93556196,p36.33,acen
chr2,93556196,93556351,q11,gneg
chr2,93556351,93556351,p36.33,acen
chr2,93556351,93556506,q11,gneg
chr2,93556506,93556506,p36.33,acen
chr2,93556506,93556665,q11,gneg
chr2,93556665,93556665,p36.33,acen
chr2,93556665,93556818,q11,gneg
chr2,93556818,93556818,p36.33,acen
chr2,93556818,93556982,q11,gneg
chr2,93556982,93556982,p36.33,acen
chr2,93556982,93557140,q11,gneg
chr2,93557140,93557140,p36.33,acen
chr2,93557140,93557286,q11,gneg
chr2,93557286,93557286,p36.33,acen
chr2,93557286,93557442,q11,gneg
chr2,93557442,93557442,p36.33,acen
chr2,93557442,93557609,q11,gneg
chr2,93557609,93557609,p36.33,acen
chr2,93557609,93557754,q11,gneg
chr2,93557754,93557754,p36.33,acen
chr2,93557754,93557910,q11,gneg
chr2,93557910,93557910,p36.33,acen
chr2,93557910,93558065,q11,gneg
chr2,93558065,93558065,p36.33,acen
chr2,93558065,93558221,q11,gneg
chr2,93558221,93558221,p36.33,acen
chr2,93558221,93558385,q11,gneg
chr2,93558385,93558385,p36.33,acen
chr2,93558385,93558535,q11,gneg
chr2,93558535,93558535,p36.33,acen
chr2,93558535,93558690,q11,gneg
chr2,93558690,93558690,p36.33,acen
chr2,93558690,93558846,q11,gneg
chr2,93558846,93558846,p36.33,acen
chr2,93558846,93559002,q11,gneg
chr2,93559002,93559002,p36.33,acen
chr2,93559002,93559158,q11,gneg
chr2,93559158,93559158,p36.33,acen
chr2,93559158,93559320,q11,gneg
chr2,93559320,93559320,p36.33,acen
chr2,93559320,93584374,q11,gneg
chr2,93584374,93584374,p36.33,acen
chr2,93584374,93584530,q11,gneg
chr2,93584530,93584530,p36.33,acen
chr2,93584530,93584687,q11,gneg
chr2,93584687,93584687,p36.33,acen
chr2,93584687,93584842,q11,gneg
chr2,93584842,93584842,p36.33,acen
chr2,93584842,93584998,q11,gneg
chr2,93584998,93584998,p36.33,acen
chr2,93584998,93585153,q11,gneg
chr2,93585153,93585153,p36.33,acen
chr2,93585153,93585309,q11,gneg
chr2,93585309,93585309,p36.33,acen
chr2,93585309,93585465,q11,gneg
chr2,93585465,93585465,p36.33,acen
chr2,93585465,93586082,q11,gneg
chr2,93586082,93586082,p36.33,acen
chr2,93586082,93586238,q11,gneg
chr2,93586238,93586238,p36.33,acen
chr2,93586238,93586394,q11,gneg
chr2,93586394,93586394,p36.33,acen
chr2,93586394,93586548,q11,gneg
chr2,93586548,93586548,p36.33,acen
chr2,93586548,93586704,q11,gneg
chr2,93586704,93586704,p36.33,acen
chr2,93586704,93586860,q11,gneg
chr2,93586860,93586860,p36.33,acen
chr2,93586860,93587015,q11,gneg
chr2,93587015,93587015,p36.33,acen
chr2,93587015,93587171,q11,gneg
chr2,93587171,93587171,p36.33,acen
chr2,93587171,93587326,q11,gneg
chr2,93587326,93587326,p36.33,acen
chr2,93587326,93587481,q11,gneg
chr2,93587481,93587481,p36.33,acen
chr2,93587481,93587638,q11,gneg
chr2,93587638,93587638,p36.33,acen
chr2,93587638,93587794,q11,gneg
chr2,93587794,93587794,p36.33,acen
chr2,93587794,93587950,q11,gneg
chr2,93587950,93587950,p36.33,acen
chr2,93587950,93588106,q11,gneg
